fifa_version,player_positions,overall,potential,fifa_age,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name,age,fee,position,league
18.0,LM,77,80,24,180,72,Borussia Mönchengladbach,SUB,2021.0,Italy,,Right,3,4,1,Medium/Medium,Normal (170-185),,"Selfish, Flair, Long Shot Taker (AI), Technical Dribbler (AI), Takes Finesse Free Kicks",75.0,73.0,73.0,83.0,33.0,63.0,82,71,47,73,69,84,83,80,60,85,78,72,83,72,79,80,52,73,64,75,52,45,74,70,63,72.0,23,31,30,10,12,8,8,14,,72+1,72+1,72+1,78,76,76,76,78,76+1,76+1,76+1,76+1,70+1,70+1,70+1,76+1,61+1,56+1,56+1,56+1,61+1,56+1,46+1,46+1,46+1,56+1,18+1,Vincenzo Grifo,24.0,6000000.0,Left Winger,1 Bundesliga
18.0,CB,77,79,26,196,89,Leeds United,RCB,2020.0,Sweden,SUB,Right,3,2,1,Medium/Medium,Normal (185+),#Strength,Power Header,62.0,42.0,52.0,61.0,77.0,81.0,29,29,73,64,41,62,49,40,59,66,54,69,53,74,31,68,54,68,90,50,80,76,28,52,39,69.0,79,78,75,9,5,14,6,7,,55+1,55+1,55+1,53,55,55,55,53,56+1,56+1,56+1,55+1,61+1,61+1,61+1,55+1,66+1,71+1,71+1,71+1,66+1,68+1,76+1,76+1,76+1,68+1,15+1,Pontus Jansson,26.0,4000000.0,Centre-Back,Serie A
18.0,"ST, RW",77,79,26,180,79,Roma,RW,2022.0,France,,Left,3,3,2,High/Medium,Lean (170-185),,"Injury Prone, Beat Offside Trap, Speed Dribbler (AI)",89.0,77.0,68.0,82.0,25.0,54.0,70,78,61,67,71,84,63,69,60,83,91,87,82,74,72,78,41,65,52,75,49,37,80,73,69,73.0,18,15,18,14,15,11,12,7,,76+1,76+1,76+1,79,79,79,79,79,77+1,77+1,77+1,77+1,68+1,68+1,68+1,77+1,55+1,50+1,50+1,50+1,55+1,51+1,40+1,40+1,40+1,51+1,19+1,Grégoire Defrel,26.0,5000000.0,Centre-Forward,Serie A
18.0,"LM, RM, CAM",77,79,25,170,65,Basel,LM,2020.0,Switzerland,,Left,3,3,1,High/Medium,Stocky (170-),#Acrobat,"Beat Offside Trap, Speed Dribbler (AI), Outside Foot Shot",89.0,71.0,74.0,78.0,31.0,68.0,74,69,61,75,77,77,78,72,73,77,90,89,91,68,83,75,82,82,60,74,67,19,71,73,55,75.0,26,32,35,16,13,12,8,6,,72+1,72+1,72+1,76,75,75,75,76,75+1,75+1,75+1,76+1,69+1,69+1,69+1,76+1,59+1,54+1,54+1,54+1,59+1,55+1,46+1,46+1,46+1,55+1,17+1,Renato Steffen,26.0,1750000.0,Right Winger,1 Bundesliga
18.0,CB,77,79,26,187,80,Fiorentina,SUB,2021.0,Brazil,,Left,2,2,1,Medium/High,Lean (185+),,"Dives Into Tackles (AI), Power Header",68.0,31.0,36.0,45.0,79.0,76.0,32,26,83,41,33,39,33,34,37,49,66,70,43,73,47,49,79,66,79,22,80,76,27,33,49,70.0,80,78,82,14,7,14,9,13,,48+1,48+1,48+1,43,44,44,44,43,42+1,42+1,42+1,45+1,46+1,46+1,46+1,45+1,63+1,63+1,63+1,63+1,63+1,67+1,76+1,76+1,76+1,67+1,18+1,Vitor Hugo,26.0,8000000.0,Centre-Back,Serie A
18.0,LB,77,78,27,181,80,Paris Saint Germain,SUB,2022.0,Spain,,Left,3,3,2,High/Medium,Normal (170-185),,Dives Into Tackles (AI),78.0,56.0,64.0,70.0,76.0,81.0,78,36,72,66,54,66,77,55,66,74,79,77,73,72,71,78,85,83,77,79,88,67,45,45,59,75.0,79,77,83,12,13,9,8,11,,63+1,63+1,63+1,65,62,62,62,65,62+1,62+1,62+1,66+1,65+1,65+1,65+1,66+1,75+1,72+1,72+1,72+1,75+1,76+1,76+1,76+1,76+1,76+1,18+1,Yuri Berchiche,27.0,16000000.0,Left-Back,Laliga
18.0,"RM, LM, RW, LW",77,78,25,178,65,Real Betis,LM,2022.0,Spain,,Right,3,3,2,Medium/Low,Lean (170-185),#Speedster,Speed Dribbler (AI),90.0,70.0,70.0,81.0,28.0,59.0,74,68,47,74,66,82,72,64,60,82,90,90,83,68,75,78,72,75,54,68,48,26,72,69,56,66.0,20,30,26,15,12,9,7,13,,71+1,71+1,71+1,77,75,75,75,77,75+1,75+1,75+1,76+1,68+1,68+1,68+1,76+1,58+1,51+1,51+1,51+1,58+1,53+1,42+1,42+1,42+1,53+1,18+1,Cristian Tello,25.0,4000000.0,Left Winger,Laliga
18.0,"RM, LM",77,78,26,181,78,Watford,RM,2018.0,Peru,CAM,Right,4,4,2,High/Medium,Lean (170-185),,"Flair, Speed Dribbler (AI)",84.0,73.0,71.0,79.0,32.0,67.0,76,71,70,73,74,79,78,55,60,79,86,83,80,75,77,76,74,65,72,75,53,34,76,75,68,73.0,19,32,25,11,14,13,12,7,,75+1,75+1,75+1,77,77,77,77,77,76+1,76+1,76+1,76+1,69+1,69+1,69+1,76+1,58+1,53+1,53+1,53+1,58+1,54+1,47+1,47+1,47+1,54+1,18+1,André Carrillo,26.0,1000000.0,Right Winger,Premier League
18.0,LB,77,78,26,170,67,Napoli,SUB,2018.0,Portugal,,Left,3,2,2,High/Medium,Lean (170-),,,86.0,49.0,70.0,74.0,72.0,69.0,77,27,60,73,53,71,63,60,71,73,88,84,88,75,89,69,92,92,54,73,73,73,59,60,60,73.0,72,75,75,13,5,9,8,14,,61+1,61+1,61+1,69,66,66,66,69,68+1,68+1,68+1,71+1,71+1,71+1,71+1,71+1,77+1,73+1,73+1,73+1,77+1,76+1,71+1,71+1,71+1,76+1,17+1,Mário Rui,26.0,6000000.0,Left-Back,Serie A
18.0,"CB, LB",77,78,27,191,83,Real Betis,LCB,2021.0,Morocco,,Left,2,2,1,Medium/Medium,Lean (185+),,Dives Into Tackles (AI),55.0,49.0,58.0,57.0,78.0,76.0,57,40,73,66,39,56,36,38,68,65,46,62,48,68,35,67,71,65,79,56,82,81,44,47,48,69.0,78,79,71,13,14,12,10,8,,57+1,57+1,57+1,55,56,56,56,55,56+1,56+1,56+1,57+1,62+1,62+1,62+1,57+1,68+1,72+1,72+1,72+1,68+1,69+1,76+1,76+1,76+1,69+1,18+1,Zouhair Feddal,27.0,2500000.0,Centre-Back,Laliga
18.0,RB,77,77,33,178,74,VfL Wolfsburg,SUB,2019.0,Netherlands,,Right,3,2,2,Medium/Medium,Normal (170-185),,"Early Crosser, Long Passer (AI)",69.0,51.0,70.0,72.0,76.0,72.0,78,42,63,75,33,72,62,49,68,71,68,69,69,75,71,66,78,77,70,52,69,81,51,60,90,74.0,77,76,80,7,10,14,9,12,,61+1,61+1,61+1,66,64,64,64,66,65+1,65+1,65+1,68+1,69+1,69+1,69+1,68+1,76+1,74+1,74+1,74+1,76+1,76+1,74+1,74+1,74+1,76+1,17+1,Paul Verhaegh,33.0,1500000.0,Right-Back,1 Bundesliga
18.0,RM,77,77,30,165,63,Everton,RES,2018.0,England,,Right,3,3,2,High/Medium,Normal (170-),#Acrobat,"Avoids Using Weaker Foot, Speed Dribbler (AI)",83.0,64.0,71.0,82.0,38.0,62.0,78,65,28,76,68,82,63,55,54,80,84,82,91,74,91,64,70,70,59,57,57,42,71,73,62,77.0,40,37,37,14,7,7,16,11,,67+1,67+1,67+1,76,74,74,74,76,75+1,75+1,75+1,76+1,68+1,68+1,68+1,76+1,63+1,57+1,57+1,57+1,63+1,58+1,48+1,48+1,48+1,58+1,19+1,Aaron Lennon,30.0,1700000.0,Right Winger,Premier League
18.0,"ST, CF, CAM, LM",77,77,30,176,76,Watford,RES,2019.0,Argentina,,Right,4,4,2,Medium/Low,Normal (170-185),,"Selfish, Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI), Takes Finesse Free Kicks",77.0,79.0,68.0,85.0,33.0,65.0,66,78,56,72,78,86,81,79,60,87,79,75,87,75,74,80,69,69,62,82,66,38,77,63,70,72.0,22,34,30,7,16,16,6,12,,76+1,76+1,76+1,78-1,78-1,78-1,78-1,78-1,77,77,77,76+1,70+1,70+1,70+1,76+1,58+1,55+1,55+1,55+1,58+1,54+1,48+1,48+1,48+1,54+1,18+1,Mauro Zárate,30.0,240000.0,Second Striker,Premier League
18.0,"ST, LW",77,77,30,181,78,Antalyaspor,LM,2020.0,France,,Right,4,4,3,Medium/Low,Lean (170-185),#Dribbler,"Diver, Injury Prone, Selfish, Flair, Speed Dribbler (AI)",78.0,74.0,71.0,84.0,26.0,62.0,70,76,60,77,76,86,79,70,55,86,77,78,79,77,75,68,69,69,63,70,48,34,78,73,81,74.0,16,20,20,3,7,3,7,3,,75+2,75+2,75+2,79-2,78-1,78-1,78-1,79-2,78-1,78-1,78-1,77,70+2,70+2,70+2,77,56+2,52+2,52+2,52+2,56+2,51+2,42+2,42+2,42+2,51+2,13+2,Jérémy Ménez,30.0,1500000.0,Right Winger,Ligue 1
18.0,"CDM, CM",77,77,32,185,78,Udinese,SUB,2019.0,Switzerland,RDM,Right,4,2,2,Medium/High,Normal (185+),,"Diver, Injury Prone, Dives Into Tackles (AI)",63.0,64.0,72.0,71.0,74.0,79.0,69,56,68,75,69,69,70,69,72,74,63,63,70,77,67,76,70,77,77,69,90,75,63,73,72,76.0,69,78,78,12,11,7,15,11,,68+1,68+1,68+1,68,69,69,69,68,70+1,70+1,70+1,70+1,73+1,73+1,73+1,70+1,73+1,76+1,76+1,76+1,73+1,73+1,75+1,75+1,75+1,73+1,19+1,Valon Behrami,32.0,2000000.0,Defensive Midfield,Premier League
18.0,"LW, ST",77,77,34,189,79,Fiorentina,LAM,2019.0,France,,Right,4,3,2,High/Medium,Lean (185+),,Injury Free,73.0,78.0,71.0,77.0,27.0,71.0,70,81,78,74,80,79,69,66,58,81,67,77,67,80,58,78,72,69,74,69,66,25,80,79,73,75.0,16,24,20,9,5,13,8,12,,78-1,78-1,78-1,77,78-1,78-1,78-1,77,77,77,77,76+1,69+1,69+1,69+1,76+1,54+1,52+1,52+1,52+1,54+1,51+1,46+1,46+1,46+1,51+1,17+1,Cyril Théréau,34.0,3200000.0,Second Striker,Serie A
18.0,"LB, LM",77,77,29,179,66,Sporting CP,LB,2018.0,Portugal,SUB,Left,2,3,3,Medium/Medium,Lean (170-185),,Avoids Using Weaker Foot,75.0,65.0,72.0,76.0,76.0,69.0,77,65,71,75,63,81,78,51,69,72,77,73,67,68,76,69,77,68,64,64,82,80,65,69,54,77.0,72,77,82,7,13,16,15,14,,69+2,69+2,69+2,72+1,71+1,71+1,71+1,72+1,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,75+2,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,75+2,19+2,Fábio Coentrão,29.0,1000000.0,Left-Back,Laliga
18.0,ST,77,77,28,183,84,Lazio,SUB,2020.0,Ecuador,LS,Left,3,3,2,Medium/Medium,Stocky (170-185),#Strength,"Selfish, Target Forward",72.0,74.0,63.0,72.0,47.0,81.0,59,72,75,69,75,72,66,68,53,77,70,74,61,78,67,84,75,66,90,68,80,43,82,61,73,70.0,42,44,47,7,13,7,8,10,,76+1,76+1,76+1,71,74,74,74,71,71+1,71+1,71+1,70+1,66+1,66+1,66+1,70+1,60+1,60+1,60+1,60+1,60+1,59+1,60+1,60+1,60+1,59+1,17+1,Felipe Caicedo,28.0,2500000.0,Centre-Forward,Laliga
18.0,"CAM, CM",77,77,29,175,70,Eintracht Frankfurt,RCM,2020.0,Netherlands,,Right,4,4,2,High/Medium,Normal (170-185),,"Finesse Shot, Flair, Takes Finesse Free Kicks",78.0,74.0,77.0,80.0,50.0,65.0,77,68,52,78,69,80,79,75,74,82,79,78,79,70,87,84,78,69,65,80,58,49,69,75,69,69.0,48,51,48,10,8,12,6,10,,72+1,72+1,72+1,76,76,76,76,76,76+1,76+1,76+1,76+1,73+1,73+1,73+1,76+1,66+1,64+1,64+1,64+1,66+1,63+1,57+1,57+1,57+1,63+1,15+1,Jonathan de Guzmán,29.0,1000000.0,Central Midfield,1 Bundesliga
18.0,"CDM, CM, CB",77,77,31,182,82,Fiorentina,SUB,2019.0,Colombia,RDM,Left,3,2,2,Medium/Medium,Normal (170-185),,Long Passer (AI),67.0,58.0,70.0,70.0,74.0,84.0,60,48,70,78,43,70,52,58,76,75,65,68,63,74,47,72,75,84,87,68,80,78,58,68,62,74.0,68,79,70,11,6,7,13,7,,66+1,66+1,66+1,67,67,67,67,67,69+1,69+1,69+1,69+1,73+1,73+1,73+1,69+1,73+1,76+1,76+1,76+1,73+1,73+1,76+1,76+1,76+1,73+1,16+1,Carlos Sánchez,31.0,200000.0,Defensive Midfield,Laliga
18.0,ST,77,77,29,192,83,VfB Stuttgart,ST,2019.0,Germany,,Right,4,2,2,Medium/Medium,Normal (185+),,"Power Header, Chip Shot (AI), Target Forward",70.0,78.0,54.0,65.0,30.0,77.0,50,81,80,64,77,63,38,44,40,73,64,74,54,76,56,79,65,68,84,71,74,23,79,58,71,77.0,11,42,19,8,9,15,16,8,,76+1,76+1,76+1,68,71,71,71,68,67+1,67+1,67+1,66+1,61+1,61+1,61+1,66+1,50+1,49+1,49+1,49+1,50+1,48+1,49+1,49+1,49+1,48+1,18+1,Simon Terodde,29.0,3000000.0,Centre-Forward,1 Bundesliga
18.0,"ST, RM",77,77,30,184,72,Girona,ST,2020.0,Uruguay,SUB,Right,3,3,1,Medium/Low,Normal (170-185),,Technical Dribbler (AI),69.0,75.0,67.0,71.0,46.0,79.0,68,76,79,69,73,71,66,57,59,72,70,68,66,81,63,79,83,83,77,69,77,36,80,69,80,77.0,39,49,42,16,14,9,16,8,,76+1,76+1,76+1,72,74,74,74,72,72+1,72+1,72+1,72+1,68+1,68+1,68+1,72+1,61+1,60+1,60+1,60+1,61+1,59+1,58+1,58+1,58+1,59+1,21+1,Cristhian Stuani,30.0,2500000.0,Centre-Forward,Laliga
18.0,"LB, LWB, LM",77,77,28,185,85,Schalke 04,LM,2020.0,Germany,,Left,2,2,2,High/Medium,Normal (185+),,"Avoids Using Weaker Foot, Early Crosser",71.0,59.0,71.0,72.0,76.0,77.0,78,50,68,74,47,73,59,70,73,74,66,75,65,74,60,75,75,79,76,64,76,75,63,59,70,74.0,74,79,79,12,14,7,6,10,,67+1,67+1,67+1,69,68,68,68,69,68+1,68+1,68+1,71+1,71+1,71+1,71+1,71+1,76+1,75+1,75+1,75+1,76+1,76+1,75+1,75+1,75+1,76+1,17+1,Bastian Oczipka,28.0,4500000.0,Left-Back,1 Bundesliga
18.0,"CM, CDM",77,77,29,177,76,Torino,RDM,2018.0,Venezuela,LCM,Right,3,2,2,Medium/High,Stocky (170-185),,,74.0,58.0,73.0,77.0,76.0,80.0,69,45,58,79,60,76,52,52,77,77,76,72,75,76,83,77,91,87,75,70,82,80,66,72,46,74.0,74,82,78,12,12,11,8,12,,67+1,67+1,67+1,71,71,71,71,71,73+1,73+1,73+1,73+1,76+1,76+1,76+1,73+1,77,79-2,79-2,79-2,77,77,77,77,77,77,18+1,Tomás Rincón,29.0,3000000.0,Defensive Midfield,Serie A
18.0,ST,77,77,28,178,73,Real Betis,ST,2021.0,Spain,,Right,4,3,2,High/Medium,Normal (170-185),,"Beat Offside Trap, Technical Dribbler (AI)",76.0,78.0,56.0,76.0,34.0,69.0,41,82,71,67,77,75,69,64,34,76,77,76,82,74,75,75,77,75,66,74,69,35,78,61,80,75.0,26,33,21,9,8,9,11,12,,76+1,76+1,76+1,72,74,74,74,72,71+1,71+1,71+1,69+1,63+1,63+1,63+1,69+1,53+1,51+1,51+1,51+1,53+1,50+1,48+1,48+1,48+1,50+1,17+1,Sergio León,28.0,3500000.0,Centre-Forward,Laliga
18.0,"CB, LB",77,77,26,185,76,Roma,SUB,2020.0,Brazil,,Left,2,2,2,Low/High,Normal (185+),,Avoids Using Weaker Foot,79.0,33.0,53.0,60.0,77.0,83.0,66,20,74,58,17,60,48,36,56,55,78,79,68,72,58,62,88,77,84,35,85,78,38,34,37,72.0,75,79,77,12,11,7,8,14,,53+1,53+1,53+1,55,52,52,52,55,51+1,51+1,51+1,58+1,56+1,56+1,56+1,58+1,71+1,69+1,69+1,69+1,71+1,73+1,76+1,76+1,76+1,73+1,18+1,Juan Jesus,26.0,8000000.0,Centre-Back,Serie A
18.0,ST,77,77,28,188,78,Cagliari,LS,2018.0,Italy,,Right,3,2,2,High/Medium,Normal (185+),,"Injury Prone, Power Header, Target Forward",67.0,76.0,49.0,68.0,27.0,76.0,33,83,82,64,80,66,49,28,36,74,67,67,65,76,59,80,82,69,85,56,60,24,80,52,64,73.0,20,21,17,15,6,12,14,9,,76+1,76+1,76+1,66,71,71,71,66,66+1,66+1,66+1,64+1,58+1,58+1,58+1,64+1,46+1,46+1,46+1,46+1,46+1,45+1,46+1,46+1,46+1,45+1,18+1,Leonardo Pavoletti,28.0,9800000.0,Centre-Forward,Serie A
18.0,"ST, RM",76,86,21,180,81,Fiorentina,ST,2022.0,Argentina,,Right,3,3,2,High/Medium,Normal (170-185),,,78.0,75.0,58.0,75.0,28.0,66.0,39,78,71,68,70,76,69,60,55,75,76,79,76,68,63,75,82,74,70,69,44,23,79,60,71,75.0,23,24,22,12,15,9,14,11,,75+1,75+1,75+1,71,73,73,73,71,71+1,71+1,71+1,69+1,64+1,64+1,64+1,69+1,50+1,48+1,48+1,48+1,50+1,47+1,44+1,44+1,44+1,47+1,19+1,Giovanni Simeone,22.0,17000000.0,Centre-Forward,Serie A
18.0,LW,76,86,22,186,85,Juventus,SUB,2021.0,Croatia,,Right,4,4,2,High/Medium,Normal (185+),#Dribbler,"Injury Prone, Flair, Technical Dribbler (AI)",84.0,67.0,74.0,84.0,28.0,68.0,76,61,68,77,72,86,82,72,67,87,84,84,81,66,75,76,68,72,73,72,50,30,60,68,72,70.0,16,26,24,11,5,10,9,12,,72+1,72+1,72+1,76,74,74,74,76,75+1,75+1,75+1,76+1,69+1,69+1,69+1,76+1,58+1,53+1,53+1,53+1,58+1,53+1,45+1,45+1,45+1,53+1,16+1,Marko Pjaca,22.0,800000.0,Left Winger,1 Bundesliga
18.0,CM,76,86,19,176,70,Swansea City,RCM,2018.0,Portugal,,Right,4,3,3,High/High,Stocky (170-185),#Engine,"Long Shot Taker (AI), Speed Dribbler (AI)",78.0,72.0,69.0,78.0,70.0,82.0,60,65,64,76,68,78,59,68,71,77,79,78,78,74,85,85,79,86,77,77,90,69,73,68,68,67.0,72,72,64,5,12,6,13,14,,74+2,74+2,74+2,73+1,75+1,75+1,75+1,73+1,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,74+2,74+2,74+2,73+2,72+2,73+2,73+2,73+2,72+2,18+2,Renato Sanches,20.0,8500000.0,Central Midfield,1 Bundesliga
18.0,"CM, CDM",76,86,20,183,76,Milan,RCM,2019.0,Côte d'Ivoire,RCM,Right,4,2,2,High/High,Normal (170-185),#Engine,,75.0,65.0,70.0,76.0,72.0,82.0,64,67,68,78,38,77,55,45,74,78,74,76,68,76,73,69,79,86,83,60,76,75,76,70,73,75.0,68,77,70,9,11,12,12,10,,72+1,72+1,72+1,73,74,74,74,73,74+1,74+1,74+1,75+1,75+1,75+1,75+1,75+1,75+1,76+1,76+1,76+1,75+1,74+1,74+1,74+1,74+1,74+1,18+1,Franck Kessié,20.0,8000000.0,Central Midfield,Serie A
18.0,"CAM, CM",76,86,21,180,73,Napoli,SUB,2021.0,Croatia,,Right,3,3,2,High/Medium,Normal (170-185),,,74.0,67.0,77.0,76.0,43.0,62.0,75,62,47,82,65,80,64,57,78,78,73,75,63,68,67,70,48,65,61,76,65,28,63,78,60,73.0,40,54,48,6,15,12,13,12,,67+1,67+1,67+1,74,73,73,73,74,75+1,75+1,75+1,74+1,72+1,72+1,72+1,74+1,62+1,61+1,61+1,61+1,62+1,59+1,52+1,52+1,52+1,59+1,18+1,Marko Rog,21.0,13500000.0,Central Midfield,Serie A
18.0,"CAM, CM, RM",76,84,23,183,76,Real Betis,RCM,2022.0,Spain,,Right,3,3,1,High/Medium,Normal (170-185),,,63.0,69.0,73.0,75.0,66.0,75.0,59,67,57,80,59,73,57,66,74,81,66,61,67,73,69,76,72,75,76,69,73,70,72,78,56,69.0,58,73,68,14,9,11,11,8,,71+1,71+1,71+1,72,73,73,73,72,75+1,75+1,75+1,72+1,76+1,76+1,76+1,72+1,70+1,73+1,73+1,73+1,70+1,69+1,69+1,69+1,69+1,69+1,17+1,Víctor Camarasa,23.0,7000000.0,Central Midfield,Laliga
18.0,ST,76,83,22,190,80,Huddersfield Town,ST,2021.0,Benin,,Right,3,2,1,High/Medium,Normal (185+),,"Power Header, Target Forward",74.0,74.0,61.0,66.0,44.0,81.0,60,77,84,66,69,64,52,41,59,72,75,74,63,70,54,78,82,72,87,65,78,42,76,61,65,67.0,43,35,40,14,15,6,12,15,,75+1,75+1,75+1,69,71,71,71,69,68+1,68+1,68+1,68+1,64+1,64+1,64+1,68+1,58+1,57+1,57+1,57+1,58+1,57+1,58+1,58+1,58+1,57+1,20+1,Steve Mounié,22.0,13000000.0,Centre-Forward,Ligue 1
18.0,CDM,76,83,20,179,76,Lille,SUB,2022.0,Brazil,,Left,3,2,1,Medium/Medium,Normal (170-185),,,70.0,57.0,69.0,70.0,76.0,74.0,61,46,63,77,53,70,53,52,74,74,70,70,60,74,63,74,74,75,74,63,75,76,61,65,58,75.0,76,80,72,8,12,14,8,12,,65+1,65+1,65+1,67,67,67,67,67,68+1,68+1,68+1,69+1,72+1,72+1,72+1,69+1,73+1,75+1,75+1,75+1,73+1,73+1,74+1,74+1,74+1,73+1,17+1,Thiago Maia,20.0,14000000.0,Defensive Midfield,Ligue 1
18.0,RB,76,82,24,189,79,Sporting CP,RB,2022.0,Italy,,Right,2,3,1,High/Medium,Normal (185+),,Injury Prone,75.0,37.0,65.0,72.0,76.0,75.0,74,22,63,71,29,75,64,37,59,74,74,75,60,70,60,68,68,75,78,35,68,77,64,55,27,75.0,77,76,79,8,9,5,7,11,,59+1,59+1,59+1,64,63,63,63,64,63+1,63+1,63+1,68+1,66+1,66+1,66+1,68+1,75+1,72+1,72+1,72+1,75+1,75+1,74+1,74+1,74+1,75+1,15+1,Cristiano Piccini,24.0,2870000.0,Right-Back,Laliga
18.0,"RB, LB",76,82,23,180,72,Newcastle United,RB,2020.0,Spain,,Right,3,2,1,High/Medium,Normal (170-185),,,76.0,45.0,65.0,71.0,73.0,72.0,79,32,63,73,37,71,75,51,66,73,78,74,74,69,64,69,68,89,66,44,67,69,69,39,46,64.0,73,78,75,14,7,14,12,13,,62+1,62+1,62+1,66,63,63,63,66,63+1,63+1,63+1,69+1,66+1,66+1,66+1,69+1,75+1,71+1,71+1,71+1,75+1,75+1,71+1,71+1,71+1,75+1,18+1,Javier Manquillo,23.0,5000000.0,Right-Back,Laliga
18.0,ST,76,81,24,185,76,Fiorentina,SUB,2019.0,Senegal,,Right,4,3,2,Medium/Medium,Normal (185+),,,76.0,76.0,55.0,72.0,28.0,73.0,50,79,74,64,76,72,64,60,46,76,73,78,71,70,60,82,76,69,80,62,58,20,77,48,70,70.0,20,26,24,12,6,10,8,14,,75+1,75+1,75+1,69,72,72,72,69,67+1,67+1,67+1,67+1,60+1,60+1,60+1,67+1,50+1,47+1,47+1,47+1,50+1,48+1,45+1,45+1,45+1,48+1,17+1,Khouma Babacar,24.0,3000000.0,Centre-Forward,Serie A
18.0,"ST, LW",76,81,23,185,87,PSV,ST,2020.0,Netherlands,,Right,4,2,1,Medium/Medium,Normal (185+),,Beat Offside Trap,79.0,75.0,69.0,72.0,36.0,77.0,67,74,66,72,67,73,65,75,69,72,76,82,69,70,63,83,58,72,82,75,74,37,71,67,69,76.0,30,34,31,10,7,8,13,10,,74+2,74+2,74+2,72+1,73+1,73+1,73+1,72+1,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,57+2,57+2,57+2,57+2,57+2,55+2,51+2,51+2,51+2,55+2,17+2,Jürgen Locadia,24.0,17000000.0,Centre-Forward,Premier League
18.0,"CDM, CM",76,81,23,187,80,Monaco,SUB,2022.0,France,,Right,3,2,1,Medium/High,Normal (185+),,Injury Free,68.0,54.0,70.0,72.0,73.0,82.0,67,38,75,77,37,72,43,48,78,76,66,69,67,72,52,73,72,83,85,72,76,73,66,68,51,71.0,70,77,71,13,7,7,13,11,,66+1,66+1,66+1,68,68,68,68,68,70+1,70+1,70+1,70+1,74+1,74+1,74+1,70+1,73+1,75+1,75+1,75+1,73+1,73+1,75+1,75+1,75+1,73+1,18+1,Soualiho Meïté,23.0,8000000.0,Central Midfield,Ligue 1
18.0,"LB, RB",76,81,24,183,74,Juventus,SUB,2022.0,Italy,,Right,5,2,2,High/Medium,Lean (170-185),,"Early Crosser, Speed Dribbler (AI)",79.0,45.0,68.0,74.0,74.0,72.0,76,33,64,72,33,74,75,39,68,75,76,82,79,64,75,65,75,87,65,51,72,72,64,60,49,74.0,72,78,78,5,3,5,5,3,,61+1,61+1,61+1,67,65,65,65,67,66+1,66+1,66+1,70+1,69+1,69+1,69+1,70+1,76+1,73+1,73+1,73+1,76+1,75+1,72+1,72+1,72+1,75+1,11+1,Mattia De Sciglio,24.0,12000000.0,Right-Back,Serie A
18.0,"CDM, CM",76,81,23,183,75,Bayer 04 Leverkusen,RCM,2020.0,Germany,,Right,3,2,2,Medium/Medium,Normal (170-185),,,66.0,58.0,63.0,72.0,74.0,78.0,42,59,72,73,45,70,51,46,69,76,66,66,67,73,72,60,82,79,73,64,88,80,46,69,47,69.0,68,77,68,6,11,9,10,7,,64+1,64+1,64+1,65,66,66,66,65,68+1,68+1,68+1,66+1,71+1,71+1,71+1,66+1,70+1,75+1,75+1,75+1,70+1,70+1,75+1,75+1,75+1,70+1,16+1,Dominik Kohr,23.0,2000000.0,Central Midfield,1 Bundesliga
18.0,RB,76,81,24,173,67,Bordeaux,RB,2021.0,France,,Right,4,2,2,High/Medium,Normal (170-185),,"Early Crosser, Speed Dribbler (AI)",76.0,38.0,64.0,74.0,75.0,69.0,75,33,55,74,37,74,59,38,59,72,74,77,78,75,82,43,62,75,67,34,67,78,70,45,43,70.0,77,78,76,9,11,8,15,11,,59+1,59+1,59+1,66,63,63,63,66,64+1,64+1,64+1,69+1,66+1,66+1,66+1,69+1,76+1,72+1,72+1,72+1,76+1,75+1,72+1,72+1,72+1,75+1,18+1,Youssouf Sabaly,24.0,4000000.0,Right-Back,Ligue 1
