fifa_version,player_positions,overall,potential,value_eur,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name
18.0,LB,80,85,16500000.0,182,74,Paris Saint Germain,LB,2020.0,France,SUB,Left,3,3,2,High/Medium,,,77.0,69.0,77.0,78.0,77.0,75.0,83,71,76,81,61,77,73,53,72,80,81,74,77,80,75,69,82,80,72,67,75,76,76,75,62,76.0,76,79,81,14,10,7,9,15,,75+1,75+1,75+1,77,76,76,76,77,77+1,77+1,77+1,78+1,77+1,77+1,77+1,78+1,79+1,78+1,78+1,78+1,79+1,79+1,77+1,77+1,77+1,79+1,19+1,Layvin Kurzawa
18.0,"CM, CDM",80,85,19500000.0,187,78,Schalke 04,LCM,2021.0,Algeria,,Left,3,4,2,Medium/Medium,,"Flair, Playmaker (AI), Technical Dribbler (AI)",67.0,71.0,77.0,81.0,70.0,72.0,65,62,51,86,67,84,69,62,76,81,66,68,76,78,72,84,54,77,71,80,74,78,68,82,78,80.0,70,73,60,9,10,16,9,15,,71+1,71+1,71+1,75,76,76,76,75,78+1,78+1,78+1,76+1,79+1,79+1,79+1,76+1,74+1,77+1,77+1,77+1,74+1,71+1,70+1,70+1,70+1,71+1,18+1,Nabil Bentaleb
18.0,GK,80,84,14000000.0,189,75,Liverpool,SUB,2021.0,Germany,,Right,3,1,2,Medium/Medium,,"Puncher, GK Long Throw, Rushes Out Of Goal",,,,,,,14,18,14,35,14,16,12,14,36,23,51,50,51,78,43,20,74,36,55,16,18,13,8,45,19,34.0,13,11,13,84,74,74,76,85,50.0,27+1,27+1,27+1,30,29,29,29,30,32+1,32+1,32+1,31+1,32+1,32+1,32+1,31+1,27+1,28+1,28+1,28+1,27+1,27+1,25+1,25+1,25+1,27+1,79+1,Loris Karius
18.0,CB,80,84,16500000.0,188,83,Schalke 04,LCB,2019.0,Serbia,,Left,3,2,2,Low/High,,"Injury Prone, Dives Into Tackles (AI)",70.0,31.0,58.0,50.0,82.0,75.0,46,27,79,69,32,35,47,28,67,64,66,74,64,79,58,44,81,65,78,22,78,78,30,55,47,78.0,81,84,86,11,16,11,15,13,,51+1,51+1,51+1,51,51,51,51,51,54+1,54+1,54+1,55+1,61+1,61+1,61+1,55+1,70+1,74+1,74+1,74+1,70+1,74+1,79+1,79+1,79+1,74+1,21+1,Matija Nastasić
18.0,"LB, LM",80,83,15500000.0,183,85,Arsenal,LWB,2022.0,Bosnia and Herzegovina,,Left,2,2,2,Medium/High,#Strength,Avoids Using Weaker Foot,78.0,53.0,61.0,64.0,78.0,89.0,74,42,73,68,31,63,43,25,49,69,73,82,52,78,55,82,76,85,91,52,91,71,62,56,44,70.0,78,83,84,15,9,16,7,9,,66+3,66+3,66+3,65+2,65+2,65+2,65+2,65+2,63+3,63+3,63+3,67+3,65+3,65+3,65+3,67+3,76+3,73+3,73+3,73+3,76+3,77+3,79+3,79+3,79+3,77+3,18+3,Sead Kolasinac
18.0,CB,79,87,16000000.0,185,75,Milan,SUB,2020.0,Italy,,Left,3,2,2,Medium/High,,,66.0,34.0,52.0,63.0,81.0,76.0,36,20,76,67,24,63,36,24,67,65,64,68,58,74,53,60,77,71,76,46,82,82,26,40,34,74.0,82,82,78,9,14,12,8,9,,52+1,52+1,52+1,53,53,53,53,53,55+1,55+1,55+1,56+1,61+1,61+1,61+1,56+1,69+1,73+1,73+1,73+1,69+1,71+1,78+1,78+1,78+1,71+1,17+1,Alessio Romagnoli
18.0,GK,79,86,13000000.0,195,94,Paris Saint Germain,GK,2019.0,France,SUB,Right,3,1,2,Medium/Medium,,,,,,,,,20,19,14,41,16,12,16,16,32,22,54,52,53,76,58,25,59,28,80,14,26,23,17,34,25,35.0,19,18,12,81,77,70,74,83,53.0,30+1,30+1,30+1,30,30,30,30,30,32+1,32+1,32+1,31+1,31+1,31+1,31+1,31+1,30+1,32+1,32+1,32+1,30+1,29+1,31+1,31+1,31+1,29+1,78+1,Alphonse Areola
18.0,"CDM, CM, CB",79,86,15000000.0,189,88,Anderlecht,RCM,2021.0,Belgium,SUB,Right,4,2,2,High/High,#Engine,"Power Free-Kick, Injury Free, Long Passer (AI), Long Shot Taker (AI)",68.0,71.0,76.0,69.0,77.0,83.0,75,66,79,78,71,68,72,71,78,73,66,70,59,77,62,86,77,93,82,76,75,78,71,76,44,74.0,71,80,78,14,8,14,14,6,,74+1,74+1,74+1,71,73,73,73,71,73+1,73+1,73+1,73+1,77+1,77+1,77+1,73+1,77+1,78+1,78+1,78+1,77+1,77+1,77+1,77+1,77+1,77+1,18+1,Leander Dendoncker
18.0,LB,79,84,14000000.0,178,74,FC Barcelona,SUB,2021.0,France,,Left,3,3,2,High/Medium,,"Long Throw-in, Long Shot Taker (AI)",80.0,61.0,75.0,75.0,75.0,75.0,78,52,64,80,45,73,68,57,69,79,79,81,71,76,80,77,75,80,72,69,75,77,67,72,58,71.0,74,77,81,6,12,9,6,13,,69+1,69+1,69+1,73,72,72,72,73,73+1,73+1,73+1,75+1,75+1,75+1,75+1,75+1,78+1,76+1,76+1,76+1,78+1,78+1,75+1,75+1,75+1,78+1,17+1,Lucas Digne
18.0,CB,79,83,13500000.0,190,81,Newcastle United,RCB,2022.0,France,,Right,3,2,2,Medium/High,#Strength,,49.0,57.0,59.0,60.0,78.0,85.0,51,50,75,74,42,55,47,41,67,66,42,54,60,72,58,72,77,74,90,66,87,81,46,40,43,70.0,76,82,73,11,15,15,12,7,,61+1,61+1,61+1,56,58,58,58,56,58+1,58+1,58+1,58+1,64+1,64+1,64+1,58+1,69+1,74+1,74+1,74+1,69+1,70+1,78+1,78+1,78+1,70+1,18+1,Florian Lejeune
18.0,"RB, RM",78,85,12000000.0,176,67,Hertha BSC,RB,2020.0,Germany,,Right,4,4,2,High/Medium,,Technical Dribbler (AI),84.0,62.0,75.0,84.0,72.0,70.0,78,63,65,79,59,85,69,52,68,83,85,84,85,78,78,58,67,79,66,61,69,75,74,79,58,77.0,68,74,74,13,15,10,13,9,,72+1,72+1,72+1,78,76,76,76,78,78+1,78+1,78+1,79+1,77+1,77+1,77+1,79+1,78+1,75+1,75+1,75+1,78+1,77+1,72+1,72+1,72+1,77+1,20+1,Mitchell Weiser
18.0,"CB, CDM",78,85,12500000.0,190,81,Hertha BSC,RDM,2022.0,Germany,,Right,3,2,1,Medium/Medium,,,77.0,54.0,66.0,67.0,79.0,77.0,54,50,80,77,48,65,43,35,67,72,75,78,61,73,63,66,55,82,78,55,76,79,62,72,39,65.0,78,79,76,7,15,10,15,13,,67+1,67+1,67+1,66,67,67,67,66,68+1,68+1,68+1,68+1,71+1,71+1,71+1,68+1,74+1,76+1,76+1,76+1,74+1,75+1,77+1,77+1,77+1,75+1,19+1,Niklas Stark
18.0,GK,78,85,10500000.0,187,91,Ajax,GK,2021.0,Cameroon,,Right,3,1,1,Medium/Medium,,Rushes Out Of Goal,,,,,,,15,12,20,33,13,26,30,17,26,38,64,62,68,76,53,21,80,39,67,17,23,15,11,60,27,33.0,16,18,14,83,77,84,70,77,63.0,31+1,31+1,31+1,36,35,35,35,36,38+1,38+1,38+1,37+1,36+1,36+1,36+1,37+1,31+1,31+1,31+1,31+1,31+1,31+1,30+1,30+1,30+1,31+1,77+1,André Onana
18.0,LM,78,83,14000000.0,184,82,Hamburger SV,LM,2021.0,Serbia,,Left,2,4,2,High/Medium,,"Avoids Using Weaker Foot, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",88.0,68.0,72.0,81.0,32.0,72.0,80,64,48,71,68,83,79,75,60,80,89,87,76,76,72,77,66,74,74,69,65,32,73,72,67,77.0,29,26,43,13,14,12,12,13,,72+1,72+1,72+1,77,76,76,76,77,75+1,75+1,75+1,77+1,68+1,68+1,68+1,77+1,61+1,55+1,55+1,55+1,61+1,57+1,48+1,48+1,48+1,57+1,20+1,Filip Kostić
18.0,"CB, LB",78,82,11500000.0,185,75,Tigres UANL,LCB,2020.0,France,,Left,2,2,2,High/Medium,,"Injury Prone, Power Header",71.0,35.0,63.0,64.0,76.0,81.0,61,22,72,70,30,62,59,34,65,69,68,74,61,75,55,47,79,78,82,43,83,78,57,58,49,55.0,75,77,79,14,6,10,16,7,,56+1,56+1,56+1,60,59,59,59,60,61+1,61+1,61+1,64+1,66+1,66+1,66+1,64+1,73+1,74+1,74+1,74+1,73+1,74+1,77+1,77+1,77+1,74+1,18+1,Timothée Kolodziejczak
18.0,CB,78,82,11500000.0,189,87,FC Köln,LCB,2021.0,Germany,,Left,3,2,2,Medium/Medium,,Long Passer (AI),62.0,30.0,64.0,52.0,79.0,77.0,51,23,79,75,26,46,48,32,70,59,55,68,53,77,49,49,67,69,84,28,70,76,26,65,41,69.0,78,83,77,14,15,7,9,15,,51+1,51+1,51+1,52,51,51,51,52,55+1,55+1,55+1,56+1,63+1,63+1,63+1,56+1,69+1,74+1,74+1,74+1,69+1,72+1,77+1,77+1,77+1,72+1,20+1,Dominique Heintz
18.0,"CB, RB, CDM",78,82,11500000.0,188,83,Borussia Mönchengladbach,RCB,2021.0,Germany,,Right,3,2,2,Medium/Medium,,,64.0,59.0,71.0,64.0,78.0,75.0,73,51,83,74,53,61,58,51,74,72,54,72,56,76,49,78,65,72,81,56,68,78,55,68,67,68.0,76,79,77,12,10,6,8,10,,66+1,66+1,66+1,65,65,65,65,65,66+1,66+1,66+1,67+1,70+1,70+1,70+1,67+1,74+1,75+1,75+1,75+1,74+1,75+1,77+1,77+1,77+1,75+1,17+1,Matthias Ginter
18.0,"RB, RWB",78,81,10500000.0,178,72,Tottenham Hotspur,SUB,2022.0,England,,Right,4,3,2,High/High,"#Engine, #Crosser","Long Throw-in, Injury Free, Early Crosser",77.0,56.0,77.0,75.0,76.0,75.0,87,45,70,73,44,75,80,68,76,75,78,77,77,72,76,77,74,87,71,66,70,74,60,78,39,71.0,77,76,78,11,14,8,11,10,,66+1,66+1,66+1,72,69,69,69,72,71+1,71+1,71+1,74+1,74+1,74+1,74+1,74+1,78+1,75+1,75+1,75+1,78+1,77+1,74+1,74+1,74+1,77+1,18+1,Kieran Trippier
18.0,"RW, CAM",78,80,13000000.0,171,61,Bologna,RW,2021.0,Italy,,Left,5,4,2,High/Medium,#Acrobat,"Flair, Long Shot Taker (AI), Chip Shot (AI), Technical Dribbler (AI)",88.0,66.0,76.0,85.0,35.0,55.0,77,56,42,77,74,84,80,60,73,84,90,86,92,76,90,78,51,77,48,76,48,36,74,76,60,76.0,20,40,60,12,10,7,15,9,,70+1,70+1,70+1,78,77,77,77,78,78+1,78+1,78+1,79+1,73+1,73+1,73+1,79+1,65+1,58+1,58+1,58+1,65+1,61+1,47+1,47+1,47+1,61+1,18+1,Simone Verdi
18.0,GK,78,79,8500000.0,194,92,Atalanta,GK,2021.0,Albania,,Left,2,1,2,Medium/Medium,,"GK Up for Corners, Puncher, Comes For Crosses",,,,,,,11,13,12,19,11,12,13,12,26,17,28,28,33,73,30,24,57,39,64,15,30,22,12,42,22,54.0,14,10,11,79,76,67,78,81,28.0,23+1,23+1,23+1,22,24,24,24,22,25+1,25+1,25+1,24+1,27+1,27+1,27+1,24+1,23+1,26+1,26+1,26+1,23+1,23+1,25+1,25+1,25+1,23+1,77+1,Etrit Berisha
18.0,"LM, CAM, RM",78,79,12000000.0,182,76,Rennes,RAM,2018.0,Tunisia,,Right,4,3,1,High/Medium,,"Long Shot Taker (AI), Speed Dribbler (AI), Playmaker (AI), Set Play Specialist, Takes Finesse Free Kicks",76.0,79.0,76.0,79.0,43.0,68.0,79,77,52,76,65,79,80,83,69,80,74,77,80,75,67,81,44,68,68,84,74,61,77,77,75,72.0,26,49,30,6,7,11,11,6,,75+1,75+1,75+1,78,77,77,77,78,77+1,77+1,77+1,77+1,74+1,74+1,74+1,77+1,63+1,63+1,63+1,63+1,63+1,60+1,54+1,54+1,54+1,60+1,15+1,Wahbi Khazri
18.0,CDM,78,78,8000000.0,183,82,Bayer 04 Leverkusen,SUB,2020.0,Austria,RCM,Right,3,2,2,Medium/High,,Dives Into Tackles (AI),71.0,49.0,68.0,68.0,76.0,83.0,63,39,69,78,50,65,47,49,71,74,69,73,65,76,64,73,78,89,80,39,84,78,62,64,59,75.0,75,80,74,9,13,10,9,14,,64+1,64+1,64+1,65,65,65,65,65,66+1,66+1,66+1,69+1,71+1,71+1,71+1,69+1,75+1,77+1,77+1,77+1,75+1,75+1,77+1,77+1,77+1,75+1,18+1,Julian Baumgartlinger
18.0,ST,77,85,13500000.0,186,79,Rubin Kazan,LS,2021.0,Iran,,Right,4,3,1,Medium/Low,,Beat Offside Trap,82.0,75.0,64.0,75.0,40.0,68.0,64,78,84,69,69,74,66,50,64,75,83,82,77,74,77,75,90,58,72,76,67,34,75,60,55,73.0,39,33,32,6,10,14,9,15,,76+1,76+1,76+1,74,74,74,74,74,72+1,72+1,72+1,72+1,65+1,65+1,65+1,72+1,56+1,55+1,55+1,55+1,56+1,55+1,53+1,53+1,53+1,55+1,17+1,Sardar Azmoun
18.0,"CM, CDM",77,83,12000000.0,176,67,Fiorentina,RDM,2021.0,France,,Right,3,3,1,Medium/Medium,,Set Play Specialist,66.0,74.0,77.0,75.0,65.0,71.0,78,73,53,79,70,75,69,73,76,79,68,64,69,75,69,77,57,80,70,74,65,68,68,75,77,72.0,63,71,63,9,10,11,8,9,,71+1,71+1,71+1,74,74,74,74,74,75+1,75+1,75+1,75+1,76+1,76+1,76+1,75+1,72+1,73+1,73+1,73+1,72+1,70+1,67+1,67+1,67+1,70+1,16+1,Jordan Veretout
18.0,ST,77,82,12000000.0,190,88,Eintracht Frankfurt,LS,2021.0,France,,Right,2,3,1,Medium/Medium,#Strength,"Avoids Using Weaker Foot, Target Forward",76.0,75.0,55.0,72.0,35.0,76.0,40,79,75,64,70,72,52,46,35,79,74,78,64,76,51,77,80,72,91,62,41,30,77,70,88,67.0,35,26,29,6,7,14,7,6,,76+1,76+1,76+1,71,74,74,74,71,71+1,71+1,71+1,68+1,63+1,63+1,63+1,68+1,53+1,50+1,50+1,50+1,53+1,51+1,50+1,50+1,50+1,51+1,15+1,Sébastien Haller
18.0,GK,77,78,7000000.0,201,93,Southampton,GK,2022.0,England,,Right,5,1,2,Medium/Medium,,"Cautious With Crosses, Saves with Feet",,,,,,,19,13,13,27,19,20,10,19,19,33,32,35,32,70,42,36,59,29,80,12,43,22,13,44,22,34.0,13,13,12,74,78,69,76,80,34.0,28+1,28+1,28+1,28,29,29,29,28,30+1,30+1,30+1,29+1,29+1,29+1,29+1,29+1,26+1,29+1,29+1,29+1,26+1,25+1,29+1,29+1,29+1,25+1,76+1,Fraser Forster
18.0,"ST, CF, CAM",77,77,4700000.0,196,96,Eintracht Frankfurt,RES,2018.0,Germany,,Right,2,2,2,Low/Medium,#Strength,"Injury Prone, Finesse Shot, Team Player, Takes Finesse Free Kicks",37.0,81.0,70.0,69.0,42.0,69.0,70,81,74,69,83,72,86,75,54,77,34,40,43,79,34,83,33,48,87,79,60,50,85,77,72,81.0,30,44,21,16,6,6,11,9,,76+1,76+1,76+1,70,74,74,74,70,72+1,72+1,72+1,68+1,68+1,68+1,68+1,68+1,53+1,57+1,57+1,57+1,53+1,50+1,53+1,53+1,53+1,50+1,18+1,Alexander Meyer
18.0,"RM, CAM",77,77,9500000.0,187,91,Tottenham Hotspur,SUB,2021.0,France,,Right,2,3,2,Medium/Medium,#Strength,"Power Free-Kick, Speed Dribbler (AI)",77.0,74.0,75.0,76.0,72.0,85.0,76,72,70,79,67,78,75,74,74,76,75,78,70,77,59,85,80,87,88,71,78,76,76,68,68,73.0,69,72,71,14,8,11,10,8,,76+1,76+1,76+1,75,76,76,76,75,75+1,75+1,75+1,76+1,76+1,76+1,76+1,76+1,76+1,76+1,76+1,76+1,76+1,75+1,75+1,75+1,75+1,75+1,17+1,Moussa Sissoko
18.0,CB,76,89,11500000.0,188,89,Ajax,RCB,2021.0,Netherlands,SUB,Right,4,2,1,Medium/Medium,,Power Header,65.0,55.0,63.0,67.0,75.0,79.0,47,44,78,71,40,67,48,55,69,72,62,67,60,72,44,83,80,74,83,62,74,70,44,66,40,67.0,75,77,74,12,11,11,12,10,,64+1,64+1,64+1,61,64,64,64,61,64+1,64+1,64+1,63+1,68+1,68+1,68+1,63+1,69+1,73+1,73+1,73+1,69+1,70+1,75+1,75+1,75+1,70+1,18+1,Matthijs de Ligt
18.0,CB,76,87,11500000.0,194,92,Toulouse,RCB,2020.0,France,,Right,3,2,2,Medium/Medium,#Strength,Long Passer (AI),63.0,31.0,50.0,48.0,77.0,81.0,37,29,72,64,48,39,32,34,59,60,66,60,49,68,50,39,75,74,86,21,77,75,35,40,44,72.0,78,78,78,10,7,6,14,9,,50+1,50+1,50+1,47,48,48,48,47,49+1,49+1,49+1,51+1,56+1,56+1,56+1,51+1,66+1,70+1,70+1,70+1,66+1,68+1,75+1,75+1,75+1,68+1,16+1,Issa Diop
18.0,CB,76,82,9000000.0,194,82,Shakhtar Donetsk,SUB,2022.0,Ukraine,,Right,3,2,1,Medium/Medium,,,70.0,51.0,52.0,48.0,77.0,81.0,41,41,74,68,59,38,39,46,61,63,61,78,48,71,38,73,58,79,88,57,70,76,38,34,34,68.0,78,77,74,15,14,10,13,11,,59+1,59+1,59+1,52,54,54,54,52,53+1,53+1,53+1,54+1,59+1,59+1,59+1,54+1,68+1,71+1,71+1,71+1,68+1,71+1,75+1,75+1,75+1,71+1,19+1,Ivan Ordets
18.0,"CDM, CM",76,81,8500000.0,183,75,Bayer 04 Leverkusen,RCM,2020.0,Germany,,Right,3,2,2,Medium/Medium,,,66.0,58.0,63.0,72.0,74.0,78.0,42,59,72,73,45,70,51,46,69,76,66,66,67,73,72,60,82,79,73,64,88,80,46,69,47,69.0,68,77,68,6,11,9,10,7,,64+1,64+1,64+1,65,66,66,66,65,68+1,68+1,68+1,66+1,71+1,71+1,71+1,66+1,70+1,75+1,75+1,75+1,70+1,70+1,75+1,75+1,75+1,70+1,16+1,Dominik Kohr
18.0,"LW, RW",76,80,10000000.0,179,63,Feyenoord,LW,2020.0,Netherlands,,Right,4,4,1,Medium/Medium,#Acrobat,"Diver, Injury Prone, Flair, Technical Dribbler (AI)",87.0,70.0,69.0,80.0,30.0,48.0,70,70,66,70,65,81,80,58,67,77,90,84,92,72,72,70,67,71,37,73,41,23,67,70,63,70.0,28,26,25,15,12,9,11,9,,71+1,71+1,71+1,76,74,74,74,76,74+1,74+1,74+1,75+1,67+1,67+1,67+1,75+1,56+1,50+1,50+1,50+1,56+1,52+1,41+1,41+1,41+1,52+1,18+1,Jean-Paul Boëtius
18.0,CB,76,80,8500000.0,196,88,Toulouse,LCB,2021.0,France,,Right,3,2,2,Medium/Medium,"#Aerial Threat, #Strength","Long Passer (AI), Power Header",69.0,45.0,46.0,56.0,75.0,80.0,37,51,82,64,28,45,29,36,49,70,66,71,62,68,52,46,75,74,86,32,72,74,50,26,55,70.0,73,75,71,8,14,12,11,8,,59+1,59+1,59+1,54,55,55,55,54,53+1,53+1,53+1,55+1,56+1,56+1,56+1,55+1,66+1,68+1,68+1,68+1,66+1,69+1,75+1,75+1,75+1,69+1,17+1,Christopher Jullien
18.0,"CM, CDM, LM",76,77,8500000.0,184,76,Strasbourg,RDM,2020.0,France,,Right,4,3,2,High/Medium,,Technical Dribbler (AI),70.0,71.0,76.0,73.0,67.0,75.0,74,70,57,80,63,73,72,67,75,77,67,72,65,78,63,74,61,79,73,71,76,65,68,73,76,80.0,63,75,68,8,8,14,15,11,,71+1,71+1,71+1,73,73,73,73,73,74+1,74+1,74+1,74+1,75+1,75+1,75+1,74+1,73+1,73+1,73+1,73+1,73+1,71+1,69+1,69+1,69+1,71+1,18+1,Jonas Martin
18.0,"CAM, LW, LM",76,76,8000000.0,171,71,Saint-Étienne,LW,2018.0,France,,Right,4,4,2,Medium/Medium,#Acrobat,"Selfish, Flair, Technical Dribbler (AI), Takes Finesse Free Kicks",80.0,71.0,74.0,80.0,45.0,55.0,73,70,58,75,70,80,75,78,73,78,83,77,92,72,80,74,38,73,50,73,47,56,67,72,72,72.0,47,34,32,12,16,12,13,7,,71+1,71+1,71+1,76,74,74,74,76,75+1,75+1,75+1,75+1,71+1,71+1,71+1,75+1,63+1,60+1,60+1,60+1,63+1,59+1,50+1,50+1,50+1,59+1,19+1,Rémy Cabella
18.0,"CB, LB",75,88,10500000.0,182,73,Nice,SUB,2021.0,France,,Left,4,2,1,Low/High,,,72.0,47.0,67.0,65.0,75.0,77.0,68,49,73,72,37,62,68,40,69,64,76,69,74,70,70,50,75,80,79,40,70,73,59,62,44,79.0,74,77,73,6,9,14,12,8,,61+1,61+1,61+1,64,62,62,62,64,64+1,64+1,64+1,66+1,67+1,67+1,67+1,66+1,72+1,72+1,72+1,72+1,72+1,73+1,74+1,74+1,74+1,73+1,16+1,Malang Sarr
18.0,"RM, CF",75,87,11500000.0,175,70,Fiorentina,RAM,2021.0,Italy,,Right,4,3,2,High/Medium,,Speed Dribbler (AI),81.0,68.0,67.0,80.0,32.0,59.0,68,66,44,74,58,80,57,48,60,80,82,81,85,70,79,76,53,76,55,66,48,26,74,66,61,68.0,28,34,34,6,7,8,9,7,,70+1,70+1,70+1,75,74,74,74,75,74+1,74+1,74+1,74+1,67+1,67+1,67+1,74+1,58+1,53+1,53+1,53+1,58+1,54+1,43+1,43+1,43+1,54+1,14+1,Federico Chiesa
18.0,"CB, RB",75,84,9000000.0,183,66,Arsenal,RES,2020.0,England,,Right,3,2,1,Low/High,,,64.0,51.0,66.0,69.0,75.0,76.0,70,47,68,73,49,67,59,49,65,73,61,67,66,66,67,52,71,75,75,56,81,72,54,54,54,68.0,75,79,77,11,14,12,7,12,,61+1,61+1,61+1,64,62,62,62,64,64+1,64+1,64+1,65+1,67+1,67+1,67+1,65+1,72+1,73+1,73+1,73+1,72+1,72+1,74+1,74+1,74+1,72+1,17+1,Calum Chambers
18.0,"RM, RB",75,83,10000000.0,184,76,Milan,RB,2022.0,Italy,SUB,Right,2,2,2,High/High,#Engine,Speed Dribbler (AI),81.0,56.0,69.0,73.0,71.0,70.0,75,58,64,75,59,71,63,32,68,75,78,84,78,76,68,62,53,92,59,43,73,73,73,63,40,72.0,68,74,74,9,13,13,9,10,,68+1,68+1,68+1,71,70,70,70,71,70+1,70+1,70+1,74+1,71+1,71+1,71+1,74+1,76+1,73+1,73+1,73+1,76+1,76+1,70+1,70+1,70+1,76+1,18+1,Andrea Conti
18.0,LB,75,79,7000000.0,178,73,FC Augsburg,SUB,2019.0,Greece,LM,Left,3,2,1,High/Medium,#Distance Shooter,Long Shot Taker (AI),78.0,64.0,69.0,73.0,72.0,73.0,82,48,51,73,68,72,74,81,76,75,77,79,73,74,78,89,62,71,71,85,83,63,41,41,46,66.0,75,79,80,11,7,15,10,14,,65+1,65+1,65+1,68,65,65,65,68,65+1,65+1,65+1,68+1,67+1,67+1,67+1,68+1,75+1,72+1,72+1,72+1,75+1,74+1,72+1,72+1,72+1,74+1,18+1,Konstantinos Stafylidis
18.0,"CM, CAM",75,78,8000000.0,186,72,Olympique Lyonnais,SUB,2018.0,France,,Right,4,4,2,Medium/Medium,,"Injury Prone, Flair, Playmaker (AI)",52.0,71.0,78.0,77.0,56.0,65.0,74,62,71,79,72,77,78,82,80,79,53,52,75,72,68,83,66,54,71,79,63,59,66,77,73,74.0,49,58,51,14,11,10,11,6,,70+1,70+1,70+1,71,72,72,72,71,74+1,74+1,74+1,71+1,74+1,74+1,74+1,71+1,63+1,66+1,66+1,66+1,63+1,61+1,62+1,62+1,62+1,61+1,17+1,Clément Grenier
18.0,GK,75,78,6000000.0,189,83,SC Freiburg,GK,2020.0,Germany,,Right,3,1,1,Medium/Medium,,Cautious With Crosses,,,,,,,9,12,12,26,11,15,13,16,23,22,36,38,40,73,42,21,73,31,68,15,26,13,10,34,22,28.0,11,17,9,75,74,71,69,77,37.0,25+1,25+1,25+1,24,25,25,25,24,26+1,26+1,26+1,25+1,27+1,27+1,27+1,25+1,23+1,26+1,26+1,26+1,23+1,23+1,26+1,26+1,26+1,23+1,74+1,Alexander Schwolow
18.0,GK,75,75,4500000.0,188,80,Reading,GK,2020.0,Italy,,Right,3,1,1,Medium/Medium,,"GK Up for Corners, Comes For Crosses",,,,,,,11,16,14,48,15,15,12,15,33,24,59,60,42,76,44,32,75,31,67,12,29,16,12,57,43,68.0,19,11,20,75,72,71,71,76,60.0,30+1,30+1,30+1,32,33,33,33,32,36+1,36+1,36+1,34+1,35+1,35+1,35+1,34+1,30+1,32+1,32+1,32+1,30+1,30+1,29+1,29+1,29+1,30+1,74+1,Vito Mannone
18.0,"CAM, CM",74,86,10000000.0,177,69,Paris Saint Germain,SUB,2021.0,Argentina,,Left,3,3,1,High/High,,"Playmaker (AI), Technical Dribbler (AI), Takes Finesse Free Kicks",75.0,62.0,76.0,77.0,40.0,63.0,73,55,36,78,69,76,67,72,73,79,75,75,77,64,78,75,57,74,57,64,65,34,66,80,55,68.0,28,55,48,10,7,10,15,14,,65+1,65+1,65+1,72,71,71,71,72,73+1,73+1,73+1,73+1,71+1,71+1,71+1,73+1,62+1,60+1,60+1,60+1,62+1,58+1,50+1,50+1,50+1,58+1,17+1,Giovani Lo Celso
18.0,"RM, LM",74,83,8500000.0,173,66,Roma,SUB,2022.0,Turkey,RM,Left,4,3,1,High/Medium,,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",81.0,71.0,68.0,76.0,32.0,54.0,75,68,58,71,64,76,71,45,61,75,83,79,80,71,84,77,48,67,58,74,27,29,66,68,64,68.0,24,33,30,9,13,7,9,8,,70+1,70+1,70+1,74,72,72,72,74,72+1,72+1,72+1,73+1,66+1,66+1,66+1,73+1,57+1,51+1,51+1,51+1,57+1,53+1,42+1,42+1,42+1,53+1,16+1,Cengiz Ünder
18.0,CB,74,81,7000000.0,186,87,SC Freiburg,LCB,2018.0,Germany,,Left,3,2,1,Medium/Medium,,,67.0,38.0,56.0,59.0,73.0,74.0,41,31,76,65,30,56,36,39,67,61,65,69,64,69,60,52,90,65,77,38,76,75,33,54,52,65.0,70,73,74,14,14,11,7,11,,53+1,53+1,53+1,53,53,53,53,53,56+1,56+1,56+1,56+1,60+1,60+1,60+1,56+1,65+1,69+1,69+1,69+1,65+1,67+1,73+1,73+1,73+1,67+1,18+1,Marc Oliver Kempf
