fifa_version,player_positions,overall,potential,fifa_age,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name,age,fee,position,league
20.0,"LWB, LM",66,70,25,178,72,GIF Sundsvall,LM,2019.0,Guinea,,Left,2,2,1,High/Medium,Lean (170-185),,,71.0,40.0,59.0,63.0,62.0,58.0,64,35,45,64,30,63,53,42,60,58,72,71,76,56,70,49,74,74,57,42,37,64,48,50,36,60.0,64,62,71,9,8,11,7,9,,51+2,51+2,51+2,58,55,55,55,58,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,65+2,61+2,61+2,61+2,65+2,65+2,60+2,60+2,60+2,65+2,14+2,Pa Konate,23.0,0.285,Left-Back,Serie A
20.0,GK,66,67,28,192,96,Milan,RES,2021.0,Italy,,Right,2,1,1,Medium/Medium,Normal (185+),,Cautious With Crosses,,,,,,,13,10,10,11,11,19,16,12,11,23,13,22,30,62,35,38,54,19,75,13,17,10,10,33,21,63.0,18,19,11,70,62,51,59,74,18.0,23+2,23+2,23+2,20,22,22,22,20,21+2,21+2,21+2,20+2,21+2,21+2,21+2,20+2,19+2,21+2,21+2,21+2,19+2,19+2,24+2,24+2,24+2,19+2,65+2,Antonio Donnarumma,27.0,0.98,Goalkeeper,Serie A
20.0,"ST, LW",66,67,27,168,70,Virtus Entella Chiavari,SUB,2023.0,Italy,,Right,3,3,1,High/Medium,Lean (170-),"#Speedster, #Acrobat",Finesse Shot,90.0,66.0,59.0,71.0,19.0,56.0,56,66,41,63,73,67,71,55,51,68,91,90,92,64,94,68,82,64,51,63,53,25,64,61,58,72.0,17,12,14,7,13,9,7,6,,65+2,65+2,65+2,69-2,67,67,67,69-2,67,67,67,67,58+2,58+2,58+2,67,48+2,43+2,43+2,43+2,48+2,45+2,35+2,35+2,35+2,45+2,14+2,Giuseppe De Luca,25.0,0.138,Centre-Forward,Serie A
20.0,"ST, LW, CAM",66,66,30,184,78,Hellas Verona,RES,2021.0,Guinea,,Right,3,2,1,Medium/Medium,Stocky (170-185),,,83.0,60.0,52.0,61.0,39.0,76.0,49,63,61,59,59,60,45,46,53,61,87,79,68,69,58,61,66,64,88,54,63,31,64,47,58,64.0,50,31,26,13,13,11,6,16,,65+1,65+1,65+1,63,63,63,63,63,61+2,61+2,61+2,62+2,55+2,55+2,55+2,62+2,52+2,51+2,51+2,51+2,52+2,51+2,51+2,51+2,51+2,51+2,18+2,Karamoko Cissé,28.0,0.2,Centre-Forward,Serie A
20.0,"CB, LB",65,79,21,187,80,Spezia,SUB,2020.0,Italy,,Left,3,2,1,Medium/Medium,Normal (185+),,,58.0,29.0,51.0,56.0,65.0,61.0,66,27,59,58,26,54,29,22,57,58,51,63,57,64,61,27,76,46,70,31,52,67,41,30,34,62.0,65,66,64,15,11,10,12,7,,47+2,47+2,47+2,51,47,47,47,51,49+2,49+2,49+2,53+2,52+2,52+2,52+2,53+2,61+2,60+2,60+2,60+2,61+2,62+2,64+2,64+2,64+2,62+2,17+2,Riccardo Marchizza,19.0,4.5,Centre-Back,Serie A
20.0,CB,65,78,21,190,81,Willem II,SUB,2020.0,Portugal,,Left,2,2,1,Medium/High,Normal (185+),,,52.0,34.0,49.0,43.0,65.0,71.0,42,28,62,58,35,38,44,28,54,46,49,55,48,55,51,48,57,64,79,32,65,65,27,42,46,56.0,65,66,61,6,6,7,8,6,,44+2,44+2,44+2,43,42,42,42,43,44+2,44+2,44+2,46+2,50+2,50+2,50+2,46+2,56+2,60+2,60+2,60+2,56+2,58+2,64+2,64+2,64+2,58+2,12+2,João Queirós,19.0,3.0,Centre-Back,1 Bundesliga
20.0,"CM, RM",65,77,21,189,83,Udinese,SUB,2022.0,Sweden,,Left,3,3,1,Medium/Medium,Normal (185+),,Long Throw-in,63.0,54.0,65.0,68.0,55.0,54.0,60,50,39,74,52,68,58,40,68,74,63,63,66,60,44,60,34,35,64,58,58,52,62,62,48,64.0,63,56,52,12,9,10,11,11,,59+2,59+2,59+2,64,64,64,64,64,66+2,66+2,66+2,64+2,64+2,64+2,64+2,64+2,59+2,61+2,61+2,61+2,59+2,57+2,57+2,57+2,57+2,57+2,16+2,Svante Ingelsson,19.0,0.75,Central Midfield,Serie A
20.0,"CF, CAM, LW",65,77,21,179,72,Lecce,SUB,2023.0,Italy,,Right,5,3,1,High/Medium,Lean (170-185),,"Flair, Technical Dribbler (AI)",79.0,62.0,61.0,66.0,26.0,51.0,59,61,58,60,63,65,69,65,56,67,79,79,70,63,63,65,59,42,57,62,45,23,61,67,65,60.0,26,22,14,10,13,9,13,13,,64+2,64+2,64+2,65,65,65,65,65,65+2,65+2,65+2,64+2,57+2,57+2,57+2,64+2,46+2,44+2,44+2,44+2,46+2,44+2,39+2,39+2,39+2,44+2,18+2,Simone Lo Faso,19.0,0.3,Second Striker,Serie A
20.0,"LW, CAM",65,76,22,186,80,Huddersfield Town,RES,2020.0,Germany,,Right,4,3,1,Medium/Medium,Normal (185+),,"Flair, Technical Dribbler (AI)",70.0,58.0,55.0,74.0,36.0,64.0,58,60,68,53,41,76,72,66,50,74,69,71,77,63,63,55,70,65,67,59,53,28,57,54,57,64.0,28,37,39,8,6,14,8,12,,63+2,63+2,63+2,65,64,64,64,65,63+2,63+2,63+2,64+2,57+2,57+2,57+2,64+2,52+2,48+2,48+2,48+2,52+2,51+2,47+2,47+2,47+2,51+2,15+2,Abdelhamid Sabiri,20.0,1.5,Attacking Midfield,Premier League
20.0,CM,65,74,21,183,76,Frosinone,SUB,2020.0,Italy,,Left,3,3,1,Medium/Medium,Lean (170-185),,Playmaker (AI),69.0,50.0,68.0,67.0,56.0,60.0,66,38,58,72,56,66,65,49,68,70,71,68,73,54,66,63,58,65,60,60,52,54,55,66,52,60.0,53,60,59,11,10,14,8,15,,58+2,58+2,58+2,63,61,61,61,63,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,63+2,62+2,62+2,62+2,63+2,62+2,58+2,58+2,58+2,62+2,16+2,Mattia Vitale,20.0,2.0,Left Midfield,Serie A
20.0,"CM, CAM, RW",65,72,22,179,72,Fiorentina,SUB,2021.0,Italy,,Right,2,2,1,High/Medium,Lean (170-185),#Acrobat,,70.0,55.0,65.0,70.0,47.0,40.0,61,55,49,71,48,65,58,41,68,70,75,66,92,62,78,62,58,56,30,49,40,49,64,64,55,65.0,41,49,54,14,12,11,11,15,,60+2,60+2,60+2,65,64,64,64,65,66+2,66+2,66+2,65+2,64+2,64+2,64+2,65+2,59+2,56+2,56+2,56+2,59+2,57+2,49+2,49+2,49+2,57+2,18+2,Gaetano Castrovilli,20.0,1.9,Central Midfield,Serie A
20.0,"LW, LM",65,72,23,173,66,Brighton & Hove Albion,RES,2020.0,Netherlands,,Left,3,3,1,Medium/Medium,Lean (170-185),,"Flair, Technical Dribbler (AI)",71.0,61.0,60.0,70.0,38.0,52.0,62,62,51,61,54,70,57,60,53,72,73,69,72,54,79,60,45,53,56,62,41,28,60,64,52,57.0,35,42,40,14,5,13,7,15,,62+2,62+2,62+2,65,64,64,64,65,65+2,65+2,65+2,64+2,59+2,59+2,59+2,64+2,52+2,49+2,49+2,49+2,52+2,50+2,45+2,45+2,45+2,50+2,15+2,Soufyan Ahannach,21.0,0.6,Attacking Midfield,Premier League
20.0,CM,65,71,24,190,84,Hibernian,SUB,2020.0,Lithuania,,Right,3,3,1,Medium/Medium,Lean (185+),,,52.0,57.0,64.0,68.0,59.0,67.0,55,54,62,73,56,68,51,51,71,72,48,55,68,50,66,68,54,70,73,56,51,54,48,60,58,56.0,60,61,56,4,4,3,3,5,,60+2,60+2,60+2,60,60,60,60,60,63+2,63+2,63+2,62+2,64+2,64+2,64+2,62+2,60+2,63+2,63+2,63+2,60+2,59+2,60+2,60+2,60+2,59+2,9+2,Vykintas Slivka,22.0,0.1,Central Midfield,Serie A
20.0,"LB, CB",65,70,25,186,78,Cagliari,LB,2022.0,Greece,,Left,3,2,1,High/Medium,Normal (185+),,Long Shot Taker (AI),68.0,68.0,65.0,62.0,61.0,67.0,66,62,52,66,55,65,69,70,65,65,71,65,43,60,53,80,60,65,74,74,56,66,63,58,58,50.0,51,68,67,9,7,10,14,12,,65+2,65+2,65+2,64,65,65,65,64,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,64+2,63+2,63+2,63+2,64+2,16+2,Charalampos Lykogiannis,24.0,0.8,Left-Back,Serie A
20.0,ST,65,68,25,177,76,Luzern,SUB,2022.0,Italy,,Right,3,3,1,Medium/Medium,Normal (170-185),,,52.0,62.0,51.0,66.0,21.0,56.0,38,67,55,63,48,69,35,30,42,63,53,52,57,68,72,66,73,59,61,49,35,14,75,57,61,64.0,21,17,12,10,12,14,15,15,,64+2,64+2,64+2,61,64,64,64,61,62+2,62+2,62+2,60+2,56+2,56+2,56+2,60+2,41+2,41+2,41+2,41+2,41+2,38+2,35+2,35+2,35+2,38+2,19+2,Francesco Margiotta,24.0,1.0,Centre-Forward,Serie A
20.0,"RM, CM, LM",65,66,26,176,67,Cittadella,RES,2024.0,Italy,,Right,3,2,1,High/Medium,Lean (170-185),,,76.0,61.0,58.0,64.0,32.0,54.0,60,61,54,63,49,61,38,31,59,64,80,72,77,62,69,57,56,60,58,65,34,18,67,59,65,65.0,21,45,35,10,7,13,12,15,,62+2,62+2,62+2,65,64,64,64,65,64+2,64+2,64+2,64+2,59+2,59+2,59+2,64+2,51+2,47+2,47+2,47+2,51+2,49+2,42+2,42+2,42+2,49+2,17+2,Alessio Vita,24.0,1.0,Central Midfield,Serie A
20.0,GK,65,65,31,190,84,Málaga,SUB,2020.0,Turkey,,Right,1,1,1,Medium/Medium,Normal (185+),,,,,,,,,12,18,16,30,15,13,12,14,24,16,44,47,48,58,42,49,72,28,67,12,32,20,9,43,12,47.0,20,14,15,69,62,65,63,67,46.0,28+2,28+2,28+2,25,27,27,27,25,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,25+2,27+2,27+2,27+2,25+2,25+2,28+2,28+2,28+2,25+2,64+1,Cenk Gönen,29.0,0.2,Goalkeeper,Laliga
20.0,ST,64,78,20,180,74,Fortuna Sittard,LS,2020.0,Moldova,,Right,3,2,1,High/Low,Normal (170-185),,Outside Foot Shot,65.0,65.0,56.0,61.0,21.0,54.0,51,68,62,59,58,60,42,67,49,63,68,63,59,62,67,61,64,58,53,65,51,12,67,62,61,62.0,20,16,14,8,13,8,14,11,,63+2,63+2,63+2,62,63,63,63,62,62+2,62+2,62+2,61+2,55+2,55+2,55+2,61+2,42+2,41+2,41+2,41+2,42+2,40+2,35+2,35+2,35+2,40+2,17+2,Vitalie Damascan,18.0,1.5,Centre-Forward,Serie A
20.0,RW,64,77,19,180,78,Caen,RES,2022.0,Finland,,Right,3,3,1,High/Medium,Normal (170-185),,,76.0,59.0,63.0,65.0,27.0,55.0,68,64,50,65,52,67,64,44,61,65,76,76,67,52,63,69,33,60,63,40,32,18,53,62,66,53.0,17,35,31,14,12,12,9,10,,61+2,61+2,61+2,64,62,62,62,64,62+2,62+2,62+2,64+2,57+2,57+2,57+2,64+2,50+2,45+2,45+2,45+2,50+2,47+2,38+2,38+2,38+2,47+2,16+2,Timo Stavitski,18.0,0.6,Right Winger,Ligue 1
20.0,CM,64,73,23,178,75,Fleetwood Town,SUB,2020.0,England,,Right,3,3,1,Medium/Medium,Lean (170-185),,,71.0,57.0,65.0,66.0,42.0,65.0,59,58,51,67,47,65,61,64,68,67,73,70,69,55,73,57,66,77,59,59,63,45,63,64,48,67.0,41,39,36,10,9,16,8,11,,61+2,61+2,61+2,64,63,63,63,64,65+2,65+2,65+2,65+2,63+2,63+2,63+2,65+2,56+2,56+2,56+2,56+2,56+2,54+2,49+2,49+2,49+2,54+2,15+2,Kyle Dempsey,21.0,0.455,Central Midfield,Premier League
20.0,GK,64,73,22,188,82,Lille,SUB,2022.0,Slovakia,,Right,3,1,1,Medium/Medium,Normal (185+),,,,,,,,,11,6,12,23,8,13,11,13,20,13,36,44,35,63,24,47,60,27,70,6,19,10,5,39,10,51.0,12,10,13,64,62,63,62,66,40.0,24+2,24+2,24+2,21,23,23,23,21,23+2,23+2,23+2,23+2,23+2,23+2,23+2,23+2,21+2,22+2,22+2,22+2,21+2,21+2,23+2,23+2,23+2,21+2,63+2,Adam Jakubech,20.0,1.0,Goalkeeper,Ligue 1
20.0,"RM, RW",64,67,25,179,69,Alanyaspor,SUB,2022.0,Germany,,Right,4,2,1,Medium/High,Lean (170-185),,Speed Dribbler (AI),74.0,54.0,62.0,63.0,54.0,68.0,61,51,40,64,51,63,64,63,59,54,74,74,81,67,74,62,58,85,58,53,74,57,63,60,53,54.0,53,58,56,13,12,12,6,15,,58+2,58+2,58+2,62,61,61,61,62,61+2,61+2,61+2,63+2,61+2,61+2,61+2,63+2,63+2,61+2,61+2,61+2,63+2,62+2,57+2,57+2,57+2,62+2,18+2,Onur Bulut,23.0,0.9,Right Midfield,1 Bundesliga
20.0,"CM, RM, LM",63,80,19,180,74,Venezia,RES,2020.0,Italy,,Left,2,2,1,Medium/Medium,Normal (170-185),,,55.0,52.0,61.0,63.0,60.0,60.0,48,43,60,70,51,60,47,65,62,68,57,53,60,58,68,63,60,51,67,61,54,59,54,62,45,59.0,64,58,59,6,10,12,10,10,,57+2,57+2,57+2,58,59,59,59,58,61+2,61+2,61+2,58+2,62+2,62+2,62+2,58+2,58+2,62+2,62+2,62+2,58+2,59+2,61+2,61+2,61+2,59+2,15+2,Fabrizio Caligara,17.0,2.0,Central Midfield,Serie A
20.0,"ST, RW",63,73,20,183,74,Pescara,SUB,2021.0,Italy,,Right,3,3,1,Medium/Low,Lean (170-185),,Flair,76.0,61.0,61.0,65.0,24.0,50.0,62,62,63,61,58,66,54,60,58,65,74,78,71,57,51,57,55,50,52,61,45,25,58,64,64,58.0,23,15,14,6,11,5,15,13,,62+2,62+2,62+2,64,63,63,63,64,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,46+2,43+2,43+2,43+2,46+2,43+2,37+2,37+2,37+2,43+2,16+2,Andrea Cisco,19.0,0.5,Left Winger,Serie A
20.0,RM,63,71,23,183,76,Genoa,RES,2022.0,Argentina,,Right,3,3,1,Medium/Medium,Lean (170-185),,Technical Dribbler (AI),65.0,54.0,59.0,67.0,43.0,55.0,67,55,44,61,42,71,55,40,55,65,55,73,66,55,61,61,46,47,69,45,34,33,66,58,50,67.0,42,52,40,10,6,6,13,8,,59+2,59+2,59+2,63,62,62,62,63,61+2,61+2,61+2,62+2,57+2,57+2,57+2,62+2,53+2,51+2,51+2,51+2,53+2,51+2,48+2,48+2,48+2,51+2,14+2,Thomas Rodríguez,21.0,0.6,Right Winger,Serie A
20.0,GK,63,66,28,195,88,Jahn Regensburg,SUB,2021.0,Germany,,Right,3,1,1,Medium/Medium,Normal (185+),,Comes For Crosses,,,,,,,13,8,11,31,6,17,12,10,29,19,24,27,22,64,29,51,40,19,68,9,22,8,7,36,12,37.0,20,10,9,68,60,68,49,67,26.0,24+2,24+2,24+2,22,24,24,24,22,25+2,25+2,25+2,23+2,26+2,26+2,26+2,23+2,21+2,25+2,25+2,25+2,21+2,20+2,23+2,23+2,23+2,20+2,62+2,Alexander Meyer,26.0,0.4,Goalkeeper,1 Bundesliga
20.0,"ST, LW, RW",63,63,27,172,73,Cagliari,RES,2021.0,Italy,,Right,3,3,1,High/Low,Normal (170-185),,Speed Dribbler (AI),77.0,60.0,53.0,68.0,31.0,47.0,47,54,62,59,55,66,72,68,41,65,85,70,85,65,81,64,50,74,34,68,43,23,67,48,64,64.0,50,14,14,5,13,11,15,5,,62+1,62+1,62+1,63,64-1,64-1,64-1,63,62+1,62+1,62+1,62+1,55+2,55+2,55+2,62+1,49+2,43+2,43+2,43+2,49+2,46+2,38+2,38+2,38+2,46+2,16+2,Daniele Ragatzu,26.0,0.83,Centre-Forward,Serie A
20.0,CB,63,63,28,185,82,Chievo,RCB,2020.0,Italy,,Right,2,2,1,Medium/Medium,Normal (185+),,Power Header,42.0,42.0,42.0,46.0,61.0,70.0,33,38,64,50,32,38,32,50,41,55,54,33,49,52,64,61,70,65,74,37,65,66,25,37,43,60.0,54,63,63,10,10,7,13,14,,47+2,47+2,47+2,42,43,43,43,42,43+2,43+2,43+2,43+2,47+2,47+2,47+2,43+2,53+2,57+2,57+2,57+2,53+2,55+2,62+1,62+1,62+1,55+2,16+2,Michele Rigione,26.0,0.2,Centre-Back,Serie A
20.0,ST,62,78,20,183,78,Queens Park Rangers,SUB,2020.0,Slovenia,ST,Right,3,2,1,High/Medium,Normal (170-185),,,63.0,61.0,48.0,60.0,24.0,59.0,38,66,60,58,50,58,42,37,42,62,62,64,60,58,60,60,62,53,70,54,36,18,60,50,62,60.0,19,23,19,10,12,13,6,14,,61+2,61+2,61+2,58,60,60,60,58,58+2,58+2,58+2,56+2,52+2,52+2,52+2,56+2,41+2,40+2,40+2,40+2,41+2,40+2,38+2,38+2,38+2,40+2,16+2,Jan Mlakar,19.0,1.2,Centre-Forward,Serie A
20.0,"LM, RM",62,76,19,183,73,Strasbourg,RES,2021.0,Tunisia,,Left,2,3,1,Medium/Low,Lean (170-185),,Technical Dribbler (AI),75.0,48.0,57.0,70.0,35.0,47.0,54,40,47,61,50,73,73,46,51,68,75,75,72,52,62,58,34,50,51,47,35,26,53,54,67,55.0,38,32,43,10,10,9,13,10,,55+2,55+2,55+2,61,59,59,59,61,60+2,60+2,60+2,61+2,55+2,55+2,55+2,61+2,51+2,46+2,46+2,46+2,51+2,49+2,42+2,42+2,42+2,49+2,15+2,Moataz Zemzemi,18.0,0.2,Left Midfield,Ligue 1
20.0,"ST, LM, RM",62,75,21,187,86,St. Pauli,SUB,2020.0,Sweden,,Right,3,3,1,Medium/Medium,Normal (185+),,,64.0,60.0,51.0,64.0,22.0,60.0,55,62,58,55,55,67,63,33,40,62,59,68,62,48,58,59,58,57,69,60,43,18,65,51,49,57.0,20,17,16,10,13,11,14,8,,61+2,61+2,61+2,60,60,60,60,60,58+2,58+2,58+2,59+2,51+2,51+2,51+2,59+2,42+2,39+2,39+2,39+2,42+2,39+2,36+2,36+2,36+2,39+2,15+2,Viktor Gyökeres,19.0,1.0,Centre-Forward,Premier League
20.0,"RB, CB",62,73,22,190,83,Udinese,RES,2024.0,Chile,,Right,3,2,1,Medium/High,Lean (185+),#Strength,,54.0,30.0,46.0,51.0,66.0,71.0,57,30,67,60,23,46,23,28,30,61,52,55,51,60,34,38,76,50,86,25,59,67,23,33,40,52.0,65,66,66,12,10,9,7,13,,46+2,46+2,46+2,47,45,45,45,47,45+2,45+2,45+2,48+2,48+2,48+2,48+2,48+2,60+2,59+2,59+2,59+2,60+2,61+2,67+2,67+2,67+2,61+2,16+2,Francisco Sierralta,20.0,0.666,Centre-Back,Serie A
20.0,LM,62,67,24,178,74,Frosinone,SUB,2021.0,Italy,,Left,2,3,1,High/Medium,Lean (170-185),,,62.0,43.0,59.0,66.0,59.0,55.0,68,50,55,63,37,68,50,43,52,65,64,61,61,63,70,35,65,54,54,32,58,60,55,53,50,53.0,58,61,60,14,14,15,11,12,,55+2,55+2,55+2,61,58,58,58,61,59+2,59+2,59+2,61+2,58+2,58+2,58+2,61+2,62+2,59+2,59+2,59+2,62+2,61+2,59+2,59+2,59+2,61+2,18+2,Fabio Eguelfi,22.0,6.0,Left-Back,Serie A
20.0,"CB, LB",61,73,22,185,73,Swansea City,RES,2020.0,Wales,,Left,3,2,1,Medium/High,Normal (185+),,,56.0,26.0,55.0,56.0,61.0,61.0,52,17,60,59,42,53,58,40,58,61,53,59,52,61,56,38,70,62,63,29,50,61,23,51,41,64.0,60,62,59,7,14,13,12,15,,43+2,43+2,43+2,48,46,46,46,48,49+2,49+2,49+2,52+2,54+2,54+2,54+2,52+2,59+2,60+2,60+2,60+2,59+2,59+2,60+2,60+2,60+2,59+2,17+2,Cian Harries,20.0,0.285,Centre-Back,Premier League
20.0,"RB, CB",61,68,23,178,76,Benevento,SUB,2022.0,Ghana,,Right,2,2,1,Medium/High,Lean (170-185),,,78.0,32.0,44.0,52.0,60.0,67.0,46,29,56,49,54,58,40,41,40,35,81,75,58,60,71,28,64,73,68,33,59,56,48,40,41,56.0,59,62,67,13,14,11,14,11,,47+2,47+2,47+2,50,47,47,47,50,47+2,47+2,47+2,52+2,48+2,48+2,48+2,52+2,59+2,54+2,54+2,54+2,59+2,60+2,60+2,60+2,60+2,60+2,18+2,Bright Gyamfi,21.0,0.28,Right-Back,Serie A
20.0,ST,60,72,21,189,84,Chievo,SUB,2020.0,Colombia,,Right,3,2,1,Medium/Low,Normal (185+),,,49.0,62.0,35.0,50.0,33.0,67.0,23,62,71,42,51,44,27,29,20,57,46,52,58,52,51,66,71,55,82,59,45,21,63,48,60,48.0,45,22,17,12,7,14,6,14,,59+2,59+2,59+2,50,54,54,54,50,50+2,50+2,50+2,47+2,44+2,44+2,44+2,47+2,37+2,38+2,38+2,38+2,37+2,37+2,43+2,43+2,43+2,37+2,15+2,Damir Ceter,20.0,1.5,Centre-Forward,Serie A
20.0,CM,60,70,20,180,71,Wolverhampton Wanderers,RES,2024.0,Portugal,,Right,3,3,1,Medium/Medium,Normal (170-185),,,55.0,50.0,58.0,67.0,44.0,57.0,44,52,57,65,35,68,42,41,61,67,56,54,66,60,66,62,54,54,58,40,58,48,32,64,54,62.0,42,42,34,9,11,6,6,7,,55+2,55+2,55+2,57,57,57,57,57,59+2,59+2,59+2,58+2,59+2,59+2,59+2,58+2,51+2,54+2,54+2,54+2,51+2,50+2,50+2,50+2,50+2,50+2,14+2,Bruno Jordão,18.0,4.0,Central Midfield,Serie A
19.0,ST,91,91,31,182,86,FC Barcelona,ST,2021.0,Uruguay,LS,Right,4,3,5,High/Medium,Normal (170-185),"#Dribbler, #Clinical Finisher","Diver, Beat Offside Trap, Outside Foot Shot, Technical Dribbler (AI)",80.0,90.0,79.0,88.0,52.0,85.0,77,94,77,82,88,87,86,84,64,90,86,75,82,93,83,86,69,90,83,85,87,41,92,84,85,85.0,62,45,38,27,25,31,33,37,,87+4,87+4,87+4,86,88,88,88,86,86+4,86+4,86+4,85+4,80+4,80+4,80+4,85+4,70+4,68+4,68+4,68+4,70+4,66+4,63+4,63+4,63+4,66+4,37+4,Luis Suárez,25.0,10.0,Attack - Centre-Forward,LaLiga
19.0,"RM, RW",84,87,25,179,70,Olympique de Marseille,RM,2021.0,France,SUB,Left,3,4,2,High/Medium,Normal (170-185),#Acrobat,"Finesse Shot, Flair, Long Shot Taker (AI)",83.0,80.0,81.0,84.0,42.0,69.0,83,79,75,83,70,85,86,72,76,84,87,79,86,83,71,83,76,83,66,82,56,42,82,80,69,82.0,46,29,31,8,11,14,10,9,,80+1,80+1,80+1,83,82,82,82,83,82+1,82+1,82+1,83+1,77+1,77+1,77+1,83+1,66+1,62+1,62+1,62+1,66+1,62+1,53+1,53+1,53+1,62+1,18+1,Florian Thauvin,30.0,50.0,Attack - Right Winger,SerieA
19.0,"ST, LW",83,88,24,176,78,Olympique Lyonnais,LS,2021.0,Netherlands,LS,Right,3,5,3,High/Low,Stocky (170-185),#FK Specialist,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI), Backs Into Player, Set Play Specialist",88.0,81.0,78.0,84.0,33.0,79.0,79,79,65,78,70,85,85,88,74,84,89,87,82,79,79,87,74,79,80,81,76,31,83,78,75,76.0,29,31,20,8,14,6,12,10,,81+3,81+3,81+3,82+1,82+1,82+1,82+1,82+1,81+3,81+3,81+3,82+3,75+3,75+3,75+3,82+3,61+3,59+3,59+3,59+3,61+3,56+3,50+3,50+3,50+3,56+3,18+3,Memphis Depay,29.0,55.0,Attack - Centre-Forward,LaLiga
19.0,GK,82,83,29,183,79,Borussia Mönchengladbach,GK,2021.0,Switzerland,GK,Right,4,1,3,Medium/Medium,Normal (170-185),,"Rushes Out Of Goal, Comes For Crosses",,,,,,,13,13,10,40,8,15,12,13,31,25,48,54,55,80,58,23,73,45,68,12,38,21,15,58,24,57.0,9,19,12,77,84,80,80,81,51.0,28+2,28+2,28+2,31,32,32,32,31,35+2,35+2,35+2,33+2,36+2,36+2,36+2,33+2,30+2,33+2,33+2,33+2,30+2,29+2,29+2,29+2,29+2,29+2,80+2,Yann Sommer,34.0,13.0,Goalkeeper,Bundesliga
19.0,GK,82,82,31,192,80,Torino,GK,2022.0,Italy,SUB,Right,2,1,3,Medium/Medium,Normal (185+),,"Injury Free, GK Up for Corners, GK Long Throw",,,,,,,13,10,11,23,12,15,11,11,28,18,50,51,52,75,55,20,68,34,66,14,34,20,10,55,19,62.0,14,11,13,84,76,76,83,81,51.0,25+2,25+2,25+2,27,27,27,27,27,30+2,30+2,30+2,29+2,29+2,29+2,29+2,29+2,26+2,28+2,28+2,28+2,26+2,26+2,26+2,26+2,26+2,26+2,80+2,Salvatore Sirigu,36.0,21.5,Goalkeeper,SerieA
19.0,"CM, CDM",82,82,28,182,70,Manchester United,SUB,2019.0,Spain,,Right,4,3,3,High/High,Lean (170-185),"#Engine, #Tactician ","Diver, Dives Into Tackles (AI), Long Shot Taker (AI)",71.0,72.0,79.0,80.0,78.0,76.0,74,71,58,83,65,77,80,65,80,84,75,68,79,83,78,75,61,87,67,69,86,86,78,81,79,84.0,78,81,77,9,12,15,9,8,,74+2,74+2,74+2,77,78,78,78,77,79+2,79+2,79+2,79+2,81+1,81+1,81+1,79+2,80+2,82,82,82,80+2,79+2,77+2,77+2,77+2,79+2,18+2,Ander Herrera,33.0,30.0,midfield - Central Midfield,LaLiga
19.0,RB,81,87,24,182,74,Juventus,RB,2023.0,Portugal,,Right,3,4,2,High/Medium,Lean (170-185),,Technical Dribbler (AI),88.0,64.0,77.0,81.0,77.0,71.0,83,58,64,78,55,82,81,69,74,81,88,88,78,80,74,80,73,81,66,66,71,76,76,71,46,77.0,79,78,78,6,9,15,14,14,,73+1,73+1,73+1,78,77,77,77,78,76+1,76+1,76+1,79+1,77+1,77+1,77+1,79+1,80+1,77+1,77+1,77+1,80+1,80+1,75+1,75+1,75+1,80+1,19+1,João Cancelo,28.0,70.0,Defender - Right-Back,Bundesliga
19.0,GK,81,86,25,196,95,Stoke City,GK,2021.0,England,SUB,Right,3,1,2,Medium/Medium,Normal (185+),,"Leadership, Comes For Crosses",,,,,,,11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,29,76,40,79,13,40,27,16,40,42,62.0,23,13,11,83,77,71,81,85,56.0,32+1,32+1,32+1,33,33,33,33,33,35+1,35+1,35+1,34+1,34+1,34+1,34+1,34+1,32+1,34+1,34+1,34+1,32+1,31+1,32+1,32+1,32+1,31+1,80+1,Jack Butland,30.0,22.0,Goalkeeper,EPL
